
0, 0, 0, 0, 66, 66,1, 0, 0, 0, 90, 90,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 69, 69,1, 0, 0, 0, 90, 90,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 69, 69,1, 0, 0, 0, 90, 90,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 69, 69,1, 0, 0, 0, 90, 90,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 72, 72,1, 0, 0, 0, 90, 90,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 72, 72,1, 0, 0, 0, 90, 90,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 72, 72,1, 0, 0, 0, 90, 90,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 72, 72,1, 0, 0, 0, 90, 90,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 72, 72,1, 0, 0, 0, 90, 90,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 75, 75,1, 0, 0, 0, 66, 66,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 75, 75,1, 0, 0, 0, 66, 66,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 75, 75,1, 0, 0, 0, 69, 69,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 78, 78,1, 0, 0, 0, 69, 69,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 78, 78,1, 0, 0, 0, 69, 69,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 78, 78,1, 0, 0, 0, 72, 72,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 78, 78,1, 0, 0, 0, 72, 72,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 78, 78,1, 0, 0, 0, 72, 72,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 81, 81,1, 0, 0, 0, 72, 72,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 81, 81,1, 0, 0, 0, 72, 72,2, 0, 0, 0, 90, 90,
0, 0, 0, 0, 81, 81,1, 0, 0, 0, 75, 75,2, 0, 0, 0, 66, 66,
0, 0, 0, 0, 84, 84,1, 0, 0, 0, 75, 75,2, 0, 0, 0, 66, 66,
0, 0, 0, 0, 84, 84,1, 0, 0, 0, 75, 75,2, 0, 0, 0, 69, 69,
